location,total_sqft,bath,balcony,price,oda,metrekare,price_per_m2
Frazer Town,1315.0,2.0,2.0,140.0,2,122.167445,1145.968142331208
Electronic City Phase II,1140.0,2.0,1.0,33.84,2,105.90942,319.51832046667806
Banashankari,1105.0,2.0,2.0,90.0,2,102.657815,876.6989634447217
Electronic City,1200.0,2.0,1.0,34.65,2,111.4836,310.80804710289226
Whitefield,905.0,1.0,1.0,62.0,1,84.077215,737.4173847218893
HSR Layout,2400.0,4.0,0.0,350.0,4,222.9672,1569.7376116307692
Kudlu Gate,1185.0,2.0,1.0,50.0,2,110.09005499999999,454.17363085157876
Koramangala,1083.0,2.0,1.0,100.0,2,100.613949,993.8979733317096
Rayasandra,1458.0,3.0,2.0,60.0,3,135.452574,442.9594671268484
Hormavu,1555.0,3.0,2.0,75.0,3,144.464165,519.1598899284123
other,1200.0,2.0,2.0,45.0,2,111.4836,403.6468144193406
Sarjapur  Road,1308.0,2.0,1.0,58.86,2,121.517124,484.37617730320875
Kudlu,1024.0,2.0,2.0,44.0,2,95.132672,462.51197485549443
Parappana Agrahara,1194.0,2.0,2.0,47.0,2,110.926182,423.70519883213865
Kanakapura,1450.0,3.0,1.0,75.0,3,134.70935,556.7542267852974
Seegehalli,1639.0,3.0,3.0,120.0,3,152.268017,788.0840794032276
Whitefield,1870.0,3.0,2.0,138.0,3,173.72861,794.3423941514296
Hennur Road,1232.0,2.0,1.0,87.0,2,114.456496,760.1141310494077
Kasavanhalli,1719.0,3.0,1.0,184.0,3,159.700257,1152.1584464325565
Chandapura,975.0,2.0,1.0,24.86,2,90.580425,274.4522340229691
Jakkur,1230.0,2.0,1.0,79.0,2,114.27069,691.340885401147
other,1350.0,4.0,2.0,140.0,4,125.41905,1116.257857159658
KR Puram,1076.0,2.0,2.0,67.0,2,99.963628,670.2437810680501
Kumaraswami Layout,2400.0,7.0,1.0,125.0,7,222.9672,560.6205755824175
other,995.0,2.0,2.0,34.82,3,92.438485,376.6829367660017
Kodigehaali,2120.0,3.0,2.0,177.0,3,196.95436,898.6853604053243
other,850.0,6.0,2.0,78.0,6,78.96755,987.7474988143864
Electronic City,1096.0,2.0,2.0,40.55,2,101.821688,398.2452147129991
Horamavu Agara,1107.83,2.0,1.0,41.51,2,102.92073049,403.3201066721267
Chamrajpet,505.0,1.0,0.0,85.0,1,46.916015,1811.7480779217929
Sarjapur  Road,1320.0,2.0,2.0,115.0,2,122.63195999999999,937.7653264287711
8th Phase JP Nagar,1431.5,3.0,0.0,72.02,3,132.9906445,541.5418525924957
Whitefield,1320.0,2.0,1.0,99.26,2,122.63195999999999,809.4137939245202
Whitefield,2901.0,4.0,2.0,190.0,3,269.511603,704.9789244138777
GM Palaya,1315.0,2.0,2.0,65.0,3,122.167445,532.0566375109179
other,1000.0,2.0,1.0,44.0,2,92.903,473.61226225202626
Hosakerehalli,1596.0,3.0,3.0,79.8,3,148.273188,538.1957525591208
Whitefield,2403.0,4.0,2.0,270.0,4,223.245909,1209.4286574362266
Old Madras Road,1350.0,3.0,2.0,47.25,3,125.41905,376.73702679138455
other,1175.0,2.0,2.0,79.0,2,109.161025,723.701522590137
Talaghattapura,921.0,2.0,1.0,29.47,2,85.563663,344.42190722947424
Malleshwaram,4000.0,4.0,2.0,1100.0,4,371.612,2960.076639075164
Sultan Palaya,1713.0,3.0,3.0,125.0,3,159.142839,785.4578992398143
other,1200.0,2.0,0.0,43.0,2,111.4836,385.70695600070326
8th Phase JP Nagar,1900.0,4.0,1.0,90.0,3,176.5157,509.86966031916705
Kudlu Gate,1664.0,3.0,2.0,68.0,3,154.590592,439.8715285338968
Binny Pete,1795.0,3.0,2.0,139.0,3,166.760885,833.5287978352957
Kereguddadahalli,600.0,1.0,1.0,19.5,1,55.7418,349.82723916342854
Hoodi,1240.0,2.0,3.0,65.0,2,115.19972,564.2374825216589
Hegde Nagar,1965.0,4.0,2.0,132.0,3,182.554395,723.0721561099639
Vishveshwarya Layout,600.0,4.0,0.0,99.0,3,55.7418,1776.0459834450987
Sarjapur,4111.0,4.0,1.0,370.0,4,381.924233,968.778537810142
Electronics City Phase 1,1200.0,2.0,2.0,59.76,2,111.4836,536.0429695488843
other,1112.0,2.0,3.0,68.0,2,103.308136,658.2250211154715
Raja Rajeshwari Nagar,3000.0,3.0,2.0,60.0,3,278.709,215.2783010236483
Mahadevpura,1136.0,2.0,3.0,64.5,2,105.537808,611.1553880292834
Jigani,914.0,2.0,2.0,55.0,2,84.913342,647.7191770405174
Poorna Pragna Layout,1270.0,2.0,1.0,50.79,3,117.98681,430.4718468106731
Rachenahalli,1050.0,2.0,2.0,47.25,2,97.54814999999999,484.37617730320875
Marathahalli,1385.0,2.0,2.0,68.5,3,128.670655,532.3669176938595
other,990.0,2.0,3.0,35.0,2,91.97397,380.5424513044289
Yelahanka,845.0,2.0,2.0,43.0,2,78.503035,547.7495233146082
Whitefield,1485.0,2.0,1.0,96.51,2,137.960955,699.5457519121986
Kanakapura,1460.0,2.0,3.0,43.79,3,135.63838,322.8437260899164
Thanisandra,1450.0,2.0,1.0,57.0,2,134.70935,423.133212356826
HSR Layout,1360.0,2.0,1.0,53.0,3,126.34808,419.47610125931476
Singasandra,1375.0,2.0,3.0,58.0,2,127.741625,454.0415076135128
Uttarahalli,1125.0,2.0,1.0,48.0,2,104.515875,459.2603755171165
Banashankari,720.0,1.0,1.0,60.0,1,66.89016,896.9929209318681
7th Phase JP Nagar,1460.0,2.0,2.0,100.0,3,135.63838,737.2544555604394
other,1107.0,2.0,2.0,40.0,2,102.843621,388.94001991625714
other,1158.0,2.0,3.0,75.0,2,107.58167399999999,697.1447572009338
Yelachenahalli,800.0,1.0,1.0,30.0,2,74.3224,403.6468144193406
Bhoganhalli,1760.0,3.0,2.0,128.0,3,163.50928,782.8301855405394
other,3200.0,4.0,2.0,200.0,4,297.2896,672.744690698901
other,600.0,3.0,2.0,145.0,2,55.7418,2601.2794707024173
TC Palaya,1350.0,3.0,1.0,60.0,3,125.41905,478.3962244969963
Giri Nagar,600.0,6.0,3.0,100.0,6,55.7418,1793.9858418637361
other,1125.0,2.0,1.0,32.49,2,104.515875,310.8618666781482
Frazer Town,1706.0,3.0,3.0,154.0,3,158.492518,971.6546998136531
BTM Layout,1600.0,3.0,2.0,112.0,3,148.6448,753.4740535827691
other,1200.0,2.0,0.0,90.0,2,111.4836,807.2936288386812
Whitefield,1755.0,3.0,3.0,101.0,3,163.044765,619.4617778743157
Hulimavu,1200.0,2.0,1.0,50.0,2,111.4836,448.49646046593404
BEML Layout,1200.0,2.0,2.0,67.0,2,111.4836,600.9852570243515
other,1266.67,2.0,0.0,69.0,2,117.67744301,586.3485663444991
other,1800.0,3.0,2.0,90.0,3,167.2254,538.1957525591208
Sector 7 HSR Layout,1200.0,4.0,1.0,275.0,3,111.4836,2466.730532562637
2nd Phase Judicial Layout,1300.0,3.0,2.0,64.0,3,120.7739,529.9158179043651
other,800.0,3.0,3.0,60.0,3,74.3224,807.2936288386812
Whitefield,4800.0,5.0,2.0,550.0,4,445.9344,1233.3652662813186
Mysore Road,1029.5,2.0,0.0,50.855,2,95.6436385,531.7133559280056
Raja Rajeshwari Nagar,1128.0,2.0,2.0,40.0,2,104.794584,381.6991152901566
other,2000.0,2.0,1.0,160.0,2,185.806,861.1132040945932
Panathur,1210.0,2.0,1.0,80.0,2,112.41263,711.663805036854
Arekere,2710.0,6.0,2.0,142.0,4,251.76713,564.0132609844661
Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.0,2,106.931353,364.71997132590286
Rajaji Nagar,7500.0,8.0,3.0,1700.0,5,696.7725,2439.820744934681
other,1464.0,3.0,2.0,56.0,3,136.009992,411.73445550970985
Electronic City,1017.0,2.0,2.0,27.0,2,94.482351,285.76765622608184
Sarjapur  Road,920.0,2.0,1.0,40.0,2,85.47076,467.99630657314856
HRBR Layout,1200.0,3.0,1.0,180.0,4,111.4836,1614.5872576773625
other,1000.0,5.0,2.0,140.0,5,92.903,1506.9481071655382
Munnekollal,1750.0,3.0,3.0,86.5,3,162.58025,532.0449439584451
Dasanapura,1163.0,2.0,1.0,65.0,2,108.046189,601.594564339516
7th Phase JP Nagar,1650.0,3.0,3.0,110.0,3,153.28995,717.5943367454944
other,1800.0,3.0,3.0,95.0,3,167.2254,568.095516590183
CV Raman Nagar,1100.0,2.0,1.0,58.0,2,102.1933,567.551884516891
R.T. Nagar,1200.0,2.0,2.0,60.0,2,111.4836,538.1957525591208
other,1410.0,3.0,2.0,65.0,3,130.99323,496.20884987720353
Begur Road,1933.0,3.0,2.0,98.0,3,179.581499,545.7132307376496
Begur Road,1200.0,2.0,2.0,45.6,2,111.4836,409.0287719449318
Whitefield,1608.0,2.0,3.0,63.0,3,149.388024,421.72055237841556
other,2679.0,5.0,2.0,280.0,4,248.887137,1125.0079187499352
Horamavu Banaswadi,1156.0,2.0,2.0,46.9,2,107.395868,436.70208987928663
other,1230.0,2.0,0.0,75.0,2,114.27069,656.3362836086839
Kasavanhalli,770.0,1.0,1.0,43.82,1,71.53531,612.5646201854721
Ardendale,1777.26,3.0,2.0,105.0,3,165.11278578,635.92894701628
Kanakpura Road,1339.0,2.0,2.0,85.0,2,124.397117,683.2955783050825
Sarjapur  Road,3044.0,3.0,2.0,183.0,3,282.796732,647.1079022228587
other,1080.0,2.0,2.0,44.8,2,100.33524,446.5031428638632
other,3150.0,5.0,2.0,145.0,8,292.64445,495.4818039433176
other,2400.0,2.0,2.0,135.0,2,222.9672,605.4702216290109
Hulimavu,1450.0,3.0,3.0,72.0,3,134.70935,534.4840577138855
Kothanur,1075.0,2.0,2.0,53.0,2,99.870725,530.6860443838773
Sarjapur  Road,1163.0,2.0,2.0,62.0,3,108.046189,573.8286613699998
TC Palaya,1200.0,2.0,0.0,65.0,2,111.4836,583.0453986057142
other,1200.0,8.0,1.0,135.0,8,111.4836,1210.9404432580218
Hebbal,1299.0,2.0,1.0,100.0,2,120.680997,828.6308738400628
Electronic City,1130.0,2.0,1.0,32.63,2,104.98039,310.8199540885684
HRBR Layout,1170.0,2.0,2.0,75.0,2,108.69651,689.9945545629754
Yelahanka,2600.0,4.0,3.0,175.0,4,241.5478,724.4942822911241
KR Puram,1140.0,2.0,1.0,43.32,2,105.90942,409.0287719449318
Kanakpura Road,1900.0,3.0,3.0,125.0,3,176.5157,708.1523059988431
Bommasandra Industrial Area,1090.0,2.0,1.0,31.48,2,101.26427,310.86976679928665
Electronic City,1110.0,2.0,1.0,39.95,2,103.12233,387.40396963489866
Nagavarapalya,705.0,1.0,1.0,57.0,1,65.496615,870.273982861557
HBR Layout,1089.0,2.0,1.0,60.0,2,101.171367,593.0531708640449
other,880.0,2.0,1.0,48.0,2,81.75464,587.1226391554045
Kereguddadahalli,1080.0,2.0,2.0,32.0,2,100.33524,318.93081633133085
Thanisandra,1093.0,2.0,1.0,68.1,2,101.542979,670.6519807735796
Banashankari Stage III,1480.0,3.0,1.0,75.48,3,137.49644,548.9596676103032
Hegde Nagar,1703.0,3.0,2.0,125.0,3,158.213809,790.0701006446283
Hebbal,1200.0,2.0,1.0,60.0,2,111.4836,538.1957525591208
Marathahalli,1690.0,3.0,2.0,116.0,3,157.00607,738.8249384243552
Yelahanka,1305.0,2.0,1.0,78.0,2,121.238415,643.3604398407881
Talaghattapura,1257.0,2.0,2.0,40.22,3,116.779071,344.4110289248662
other,1150.0,2.0,2.0,45.0,2,106.83845,421.1966759158337
other,1194.0,2.0,0.0,55.0,2,110.926182,495.82523267590693
other,2000.0,3.0,1.0,90.0,3,185.806,484.3761773032087
Anekal,1500.0,4.0,1.0,99.0,3,139.3545,710.4183933780395
other,1025.0,2.0,0.0,42.5,2,95.225575,446.308672853905
Horamavu Agara,980.0,2.0,1.0,38.19,2,91.04494,419.4631793925066
Hosakerehalli,1200.0,2.0,1.0,100.0,3,111.4836,896.9929209318681
Whitefield,2225.0,3.0,1.0,149.0,3,206.709175,720.8194798319911
other,1022.0,2.0,2.0,57.0,2,94.946866,600.3357709563578
other,882.0,3.0,0.0,72.0,4,81.940446,878.6869429536666
Narayanapura,1153.0,2.0,2.0,45.0,2,107.117159,420.10076088743165
Pai Layout,1175.0,2.0,2.0,60.0,2,109.161025,549.6467260178255
Vidyaranyapura,1560.0,3.0,3.0,68.0,3,144.92867999999999,469.19629710282334
Yelahanka New Town,650.0,1.0,1.0,17.0,1,60.38695,281.517778261694
other,600.0,3.0,2.0,65.0,3,55.7418,1166.0907972114285
Billekahalli,1350.0,3.0,2.0,55.0,2,125.41905,438.5298724555799
other,1200.0,2.0,1.0,76.0,2,111.4836,681.7146199082197
other,1200.0,1.0,1.0,54.0,2,111.4836,484.37617730320875
Chandapura,800.0,2.0,1.0,25.0,2,74.3224,336.3723453494505
Electronic City,2093.0,4.0,1.0,104.0,4,194.445979,534.852921797884
Uttarahalli,1320.0,2.0,2.0,55.44,3,122.63195999999999,452.0844321496615
Bannerghatta Road,1275.0,2.0,1.0,73.0,2,118.451325,616.2869009696599
Begur Road,1215.0,2.0,2.0,43.13,2,112.877145,382.09683634361943
Kanakapura,1130.0,2.0,1.0,45.2,2,104.98039,430.5566020472966
Begur Road,1444.0,2.0,2.0,71.5,3,134.151932,532.9777881991293
other,950.0,2.0,2.0,38.0,2,88.25785,430.5566020472966
Banashankari Stage II,1240.0,2.0,2.0,59.52,3,115.19972,516.667922456756
2nd Stage Nagarbhavi,600.0,4.0,2.0,125.0,4,55.7418,2242.48230232967
Hennur,1231.0,2.0,2.0,50.0,2,114.363593,437.2020735654921
Benson Town,1300.0,2.0,1.0,120.0,2,120.7739,993.5921585706845
Yeshwanthpur,1713.0,3.0,2.0,110.0,3,159.142839,691.2029513310366
Kogilu,1200.0,2.0,1.0,53.33,2,111.4836,478.3663247329652
Sonnenahalli,1310.0,2.0,0.0,46.0,3,121.70293,377.9695361483902
Jalahalli,790.0,2.0,1.0,49.5,2,73.39337,674.4478418145944
Koramangala,1744.0,3.0,1.0,200.0,3,162.022832,1234.3939278878918
other,1605.0,3.0,2.0,100.0,3,149.109315,670.6489128462564
Whitefield,1250.0,2.0,2.0,82.0,2,116.12875,706.1128273575665
Malleshwaram,2476.0,3.0,3.0,337.0,3,230.027828,1465.0401341875906
Subramanyapura,1260.0,2.0,2.0,76.0,3,117.05778,649.2520189602093
Rajaji Nagar,1615.0,3.0,1.0,175.0,3,150.038345,1166.3685039980946
Yelahanka,1180.0,2.0,1.0,56.0,2,109.62554,510.82986683577565
Uttarahalli,1255.0,2.0,2.0,50.19,3,116.593265,430.47083379987686
Electronic City,1025.0,2.0,1.0,53.9,2,95.225575,566.024410984129
Sarjapur  Road,1877.0,4.0,2.0,150.0,3,174.378931,860.1956620550679
Lakshminarayana Pura,1649.0,3.0,2.0,150.0,3,153.197047,979.1311447406686
Hennur,2500.0,5.0,2.0,125.0,5,232.2575,538.1957525591208
other,1542.0,3.0,2.0,98.0,3,143.256426,684.0879863916192
Thigalarapalya,1418.0,2.0,2.0,105.0,2,131.736454,797.0458958915046
other,1012.0,2.0,0.0,42.0,2,94.017836,446.7237471834599
Chandapura,1200.0,2.0,1.0,65.0,2,111.4836,583.0453986057142
Sarjapur  Road,1115.0,2.0,2.0,43.0,2,103.586845,415.1106252922367
Green Glen Layout,1680.0,4.0,3.0,95.0,3,156.07704,608.6737677751961
Old Madras Road,1171.0,2.0,2.0,72.0,2,108.789413,661.8291064774842
Tumkur Road,1027.0,2.0,1.0,68.62,2,95.411381,719.2014126700461
Shampura,1700.0,3.0,3.0,75.0,3,157.9351,474.87860519922424
Kanakapura,1090.0,2.0,2.0,38.15,2,101.26427,376.73702679138455
Hennur Road,1232.0,2.0,1.0,74.0,2,114.456496,646.533858593749
Anekal,766.0,2.0,2.0,28.0,2,71.163698,393.45903581345647
Banashankari Stage III,1200.0,5.0,0.0,180.0,5,111.4836,1614.5872576773625
Kanakpura Road,525.0,1.0,1.0,27.0,1,48.774074999999996,553.57277406081
JP Nagar,1452.0,2.0,1.0,41.0,3,134.895156,303.93975006782307
Choodasandra,1254.0,2.0,1.0,65.0,3,116.500362,557.938180483937
other,3600.0,5.0,0.0,110.0,5,334.4508,328.89740434168493
Kanakpura Road,1593.0,3.0,1.0,118.0,3,147.994479,797.3270408283271
other,1333.0,2.0,2.0,77.27,2,123.839699,623.9517749473858
other,1100.0,3.0,1.0,110.0,3,102.1933,1076.3915051182416
Raja Rajeshwari Nagar,1375.0,2.0,1.0,54.99,3,127.741625,430.4783190287426
Ardendale,1650.0,3.0,3.0,82.0,3,153.28995,534.9339601193685
Thanisandra,1430.0,2.0,2.0,51.48,3,132.85129,387.500941842567
Electronic City,940.0,2.0,1.0,54.0,2,87.32882,618.3525667700537
Electronic City,435.0,1.0,1.0,21.0,1,40.412805,519.6372783329442
Begur Road,1160.0,2.0,2.0,36.54,2,107.76748,339.0633241122461
Electronic City,1500.0,2.0,1.0,77.5,3,139.3545,556.1356109777581
Koramangala,1890.0,2.0,1.0,100.0,3,175.58667,569.5193148773765
other,1050.0,2.0,1.0,70.0,2,97.54814999999999,717.5943367454945
Singasandra,1200.0,6.0,3.0,220.0,6,111.4836,1973.3844260501096
Haralur Road,1027.0,2.0,2.0,43.0,2,95.411381,450.6799875373358
Seegehalli,3000.0,4.0,2.0,235.0,3,278.709,843.1733456759559
Tumkur Road,1459.0,2.0,1.0,95.0,3,135.545477,700.8717819481353
Yelahanka,1711.0,3.0,3.0,85.61,3,158.957033,538.5732130518567
Hoodi,1250.0,2.0,2.0,98.0,2,116.12875,843.8909400127014
Chandapura,645.0,1.0,1.0,16.45,1,59.922435,274.5215544061252
Anandapura,875.0,2.0,1.0,57.0,2,81.290125,701.1921804770259
Ramamurthy Nagar,1334.0,2.0,1.0,67.0,2,123.932602,540.6164231103612
other,1140.0,2.0,1.0,32.92,2,105.90942,310.8316521797589
Sarjapur  Road,1115.0,2.0,2.0,50.0,2,103.586845,482.68677359562406
Amruthahalli,1200.0,5.0,2.0,200.0,3,111.4836,1793.9858418637361
Rajaji Nagar,1776.0,3.0,1.0,190.0,3,164.99572799999999,1151.544966061182
Thigalarapalya,2072.0,4.0,2.0,160.0,3,192.495016,831.1903514426576
Kundalahalli,1600.0,3.0,2.0,170.0,3,148.6448,1143.6659741881317
other,1200.0,4.0,2.0,115.0,6,111.4836,1031.5418590716483
Kengeri Satellite Town,920.0,2.0,3.0,39.0,2,85.47076,456.2963989088198
Chandapura,778.0,2.0,0.0,25.29,2,72.278534,349.896415995377
Nagasandra,1310.0,3.0,3.0,95.0,4,121.70293,780.5892594368928
Electronic City,1631.0,3.0,2.0,80.0,3,151.524793,527.9664034914736
Kanakpura Road,525.0,1.0,1.0,27.5,1,48.774074999999996,563.8241217286028
Jalahalli,1395.0,3.0,3.0,82.0,3,129.599685,632.7175872379628
other,2000.0,3.0,2.0,105.0,3,185.806,565.1055401870768
Hennur Road,1232.0,2.0,1.0,66.0,2,114.456496,576.6383063133437
other,1075.0,2.0,1.0,55.0,2,99.870725,550.7119328511934
Gubbalala,1205.0,2.0,2.0,70.0,2,111.948115,625.2896710230449
other,1200.0,4.0,2.0,165.0,4,111.4836,1480.0383195375823
Rajiv Nagar,2340.0,5.0,1.0,129.0,4,217.39302,593.3953169241588
Rayasandra,1179.0,2.0,1.0,55.0,3,109.532637,502.13344174303046
Kodigehaali,1013.0,2.0,1.0,51.0,2,94.110739,541.9147755284337
Uttarahalli,1160.0,2.0,2.0,40.6,2,107.76748,376.73702679138455
7th Phase JP Nagar,1200.0,2.0,2.0,62.5,2,111.4836,560.6205755824175
other,1200.0,5.0,0.0,80.0,7,111.4836,717.5943367454944
Uttarahalli,1255.0,2.0,3.0,50.19,3,116.593265,430.47083379987686
other,1100.0,2.0,1.0,145.0,3,102.1933,1418.8797112922277
other,1069.0,2.0,1.0,55.0,2,99.313307,553.80292592613
other,1200.0,3.0,2.0,99.0,3,111.4836,888.0229917225494
Kudlu Gate,1400.0,1.0,1.0,285.0,1,130.0642,2191.225563990706
Marathahalli,1065.0,2.0,2.0,55.0,2,98.941695,555.8829369155238
Lakshminarayana Pura,1395.0,2.0,0.0,75.0,2,129.599685,578.7051102786246
Hebbal Kempapura,1725.0,2.0,1.0,165.0,3,160.257675,1029.5918744609266
other,1007.0,2.0,2.0,43.0,2,93.553321,459.6309306860416
Kengeri,1436.0,2.0,2.0,55.0,3,133.408708,412.2669413753711
other,4250.0,6.0,3.0,150.0,6,394.83774999999997,379.9028841593794
Hebbal,1645.0,3.0,2.0,117.0,3,152.825435,765.5793683819712
Kengeri,1200.0,2.0,0.0,58.0,2,111.4836,520.2558941404835
Mysore Road,940.0,2.0,1.0,43.61,2,87.32882,499.3769525341119
KR Puram,4300.0,6.0,2.0,175.0,6,399.4829,438.0663102225402
Hebbal,2850.0,5.0,3.0,343.0,3,264.77355,1295.4466184405505
Indira Nagar,1740.0,3.0,2.0,191.0,3,161.65122,1181.556192399909
Haralur Road,1194.0,2.0,2.0,47.0,2,110.926182,423.70519883213865
other,3761.0,3.0,2.0,650.0,3,349.408183,1860.288429478482
Dodda Nekkundi,1829.0,3.0,2.0,125.0,3,169.919587,735.6420893372346
Whitefield,1800.0,4.0,3.0,178.0,4,167.2254,1064.4315995058166
other,1000.0,2.0,1.0,60.0,2,92.903,645.834903070945
other,5720.0,3.0,0.0,350.0,3,531.40516,658.6311657192038
other,800.0,4.0,2.0,98.0,5,74.3224,1318.579593769846
other,675.0,1.0,1.0,15.0,2,62.709525,239.19811224849815
Hebbal,1390.0,2.0,2.0,95.0,2,129.13517,735.6632588937623
Lakshminarayana Pura,1500.0,3.0,2.0,104.0,3,139.3545,746.2981102153142
Vijayanagar,2047.0,3.0,2.0,136.0,3,190.172441,715.1404235275079
Jakkur,1202.0,2.0,1.0,79.0,2,111.669406,707.4453319828709
other,1012.0,2.0,1.0,59.0,2,94.017836,627.5405019958127
Gunjur,2132.0,3.0,3.0,80.0,3,198.069196,403.8992514514978
Raja Rajeshwari Nagar,1350.0,4.0,3.0,340.0,4,125.41905,2710.911938816312
Whitefield,605.0,1.0,1.0,40.0,1,56.206315,711.663805036854
Harlur,1331.0,2.0,1.0,88.0,2,123.653893,711.663805036854
Margondanahalli,1200.0,2.0,0.0,69.0,2,111.4836,618.925115442989
other,1150.0,2.0,0.0,250.0,2,106.83845,2339.981532865743
Sahakara Nagar,1200.0,2.0,1.0,136.0,2,111.4836,1219.9103724673405
other,1800.0,2.0,0.0,300.0,2,167.2254,1793.985841863736
Kammanahalli,600.0,2.0,1.0,50.0,3,55.7418,896.9929209318681
other,1280.0,2.0,2.0,49.0,3,118.91584,412.0561230530769
Balagere,1007.0,2.0,1.0,62.0,2,93.553321,662.7236675008041
Thanisandra,1370.0,2.0,1.0,61.0,3,127.27711,479.2692103081222
other,925.0,2.0,2.0,35.0,2,85.935275,407.2832722069022
TC Palaya,1500.0,2.0,0.0,75.0,2,139.3545,538.1957525591208
Attibele,450.0,1.0,1.0,12.5,1,41.80635,298.99764031062267
other,1200.0,4.0,1.0,140.0,4,111.4836,1255.7900893046153
Hennur Road,1341.0,2.0,1.0,95.0,2,124.582923,762.5443175707155
2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3,125.41905,376.73702679138455
Tumkur Road,992.0,2.0,1.0,60.0,2,92.159776,651.0432490634527
Uttarahalli,1163.0,2.0,2.0,68.0,2,108.046189,629.3604673090321
Sarjapur  Road,1229.0,2.0,2.0,70.0,2,114.177787,613.0789695547348
other,600.0,2.0,2.0,39.0,2,55.7418,699.6544783268571
Electronic City Phase II,1219.0,2.0,1.0,61.26,2,113.248757,540.9330894466241
Raja Rajeshwari Nagar,1525.0,2.0,2.0,99.13,3,141.677075,699.689769851615
Kasavanhalli,1147.0,2.0,1.0,60.0,2,106.559741,563.0644316224455
Akshaya Nagar,1412.0,2.0,3.0,88.0,3,131.179036,670.838898373975
Munnekollal,1200.0,9.0,3.0,215.0,9,111.4836,1928.5347800035163
Sarjapur  Road,1044.0,2.0,1.0,34.77,2,96.990732,358.4878604689776
Nagarbhavi,1190.0,2.0,2.0,63.0,2,110.55457,569.8543262390691
other,1240.0,2.0,2.0,65.0,3,115.19972,564.2374825216589
Jigani,1352.0,3.0,1.0,65.0,3,125.604856,517.4959159222316
other,1100.0,2.0,2.0,55.0,2,102.1933,538.1957525591208
Uttarahalli,1330.0,2.0,2.0,39.9,3,123.56099,322.9174515354725
other,1700.0,3.0,2.0,111.0,3,157.9351,702.8203356948518
Electronic City,1355.0,2.0,1.0,67.0,2,125.883565,532.2378659994257
Ramamurthy Nagar,1200.0,2.0,1.0,46.0,2,111.4836,412.6167436286593
Kengeri,400.0,2.0,1.0,25.0,1,37.1612,672.744690698901
Begur Road,1615.0,3.0,2.0,50.87,3,150.038345,339.0466617050462
other,1340.0,2.0,1.0,65.0,2,124.49002,522.1302077066098
other,1200.0,2.0,1.0,54.0,2,111.4836,484.37617730320875
Yeshwanthpur,400.0,1.0,0.0,55.0,1,37.1612,1480.038319537582
Devanahalli,1080.0,2.0,1.0,52.0,2,100.33524,518.2625765384126
other,1600.0,2.0,1.0,31.0,2,148.6448,208.5508541166593
Electronic City,1200.0,2.0,0.0,34.0,2,111.4836,304.9775931168351
Hennur Road,2700.0,3.0,2.0,150.0,3,250.8381,597.9952806212453
other,1780.0,3.0,0.0,110.0,3,165.36734,665.1857615899245
Amruthahalli,1605.0,3.0,2.0,65.0,3,149.109315,435.92179335006665
Ulsoor,7200.0,5.0,2.0,1584.0,4,668.9016,2368.0613112601313
other,646.0,2.0,1.0,65.0,3,60.015338,1083.0564679982308
Kammanahalli,1200.0,2.0,2.0,80.0,2,111.4836,717.5943367454944
Margondanahalli,900.0,2.0,0.0,49.0,2,83.6127,586.0353750088204
Sarjapur,1830.0,3.0,1.0,88.0,3,170.01248999999999,517.6090297836354
Vishwapriya Layout,690.0,4.0,1.0,83.0,5,64.10307,1294.7897815190443
other,650.0,1.0,3.0,500.0,1,60.38695,8279.934654755705
other,1800.0,4.0,1.0,68.0,5,167.2254,406.6367908224468
Chandapura,715.0,2.0,0.0,32.0,3,66.425645,481.7416526403319
Chandapura,1230.0,2.0,2.0,31.37,3,114.27069,274.5235895573922
Uttarahalli,1065.0,2.0,1.0,42.59,2,98.941695,430.45553242240294
other,1350.0,8.0,2.0,185.0,8,125.41905,1475.0550255324051
other,1080.0,3.0,2.0,149.0,3,100.33524,1485.0216135427593
other,900.0,2.0,0.0,65.0,3,83.6127,777.3938648076189
other,946.0,2.0,2.0,45.0,2,87.886238,512.0255574029691
Laggere,1500.0,1.0,0.0,60.0,1,139.3545,430.5566020472966
Sarjapur  Road,1711.0,3.0,1.0,110.0,3,158.957033,692.0109033489572
other,1200.0,3.0,2.0,160.0,4,111.4836,1435.1886734909888
Chandapura,950.0,2.0,1.0,25.65,2,88.25785,290.6257063819252
Kudlu Gate,1656.0,3.0,2.0,80.0,3,153.847368,519.9958961923872
Uttarahalli,1075.0,2.0,1.0,46.76,2,99.870725,468.205272365851
Harlur,1752.12,3.0,2.0,133.0,3,162.77720435999998,817.0677247033659
Hebbal,6000.0,8.0,0.0,220.0,8,557.418,394.6768852100219
other,1540.0,3.0,3.0,85.0,3,143.07062,594.1121943834451
6th Phase JP Nagar,600.0,4.0,3.0,125.0,4,55.7418,2242.48230232967
LB Shastri Nagar,665.0,1.0,2.0,32.0,1,61.780495,517.9628295305824
Electronics City Phase 1,1145.0,2.0,1.0,54.0,2,106.373935,507.64315525227113
Whitefield,1185.0,2.0,2.0,41.0,2,110.09005499999999,372.4223772982946
other,1200.0,3.0,1.0,190.0,3,111.4836,1704.2865497705493
Marathahalli,1693.0,3.0,2.0,125.0,3,157.284779,794.7367875946852
